element,image
17_35_7_0,8_42_9_1
17_35_7_1,8_42_9_0
17_35_8,8_42_10_0
17_35_9,8_42_11
17_35_17,8_42_19_0
17_35_18,8_42_20_0
17_35_19,8_42_21
17_36_4,8_43_6_0
17_36_5,8_43_7_0
17_36_6_0,8_43_8_2 + 8_43_8_1 + 8_43_8_0
17_36_6_1,8_43_8_1 + 8_43_8_0
17_36_6_2,8_43_8_0
17_36_12,8_43_14_0
17_36_13,8_43_15_0
17_36_14,8_43_16
17_37_5_0,8_44_7_1
17_37_5_1,8_44_7_0
17_37_6,8_44_8_0
17_37_7_0,8_44_9_2 + 8_44_9_0
17_37_7_1,8_44_9_0
17_37_7_2,8_44_9_1
17_37_8_0,8_44_10_0
17_37_8_1,8_44_10_1
17_37_9_0,8_44_11_1 + 8_44_11_0
17_37_9_1,8_44_11_0
17_37_10_0,8_44_12_0
17_37_11_0,8_44_13_1
17_37_11_1,8_44_13_0
17_37_12,8_44_14_0
17_37_13,8_44_15
17_38_5,8_45_7_0
17_38_6_0,8_45_8_0
17_38_6_1,8_45_8_2 + 8_45_8_0
17_38_6_3,8_45_8_1
17_38_7_0,8_45_9_1 + 8_45_9_0
17_38_7_1,8_45_9_0
17_38_8_0,8_45_10_1
17_38_8_1,8_45_10_0
17_38_9_0,8_45_11
17_38_10_0,8_45_12_1
17_38_10_1,8_45_12_0
17_38_11,8_45_13_0
17_38_12,8_45_14_0
17_38_13,8_45_15_0
17_38_16,8_45_18_0
17_38_17,8_45_19_0
17_38_18,8_45_20
17_39_5,8_46_7
17_39_6,8_46_8_0
17_39_9,8_46_11_0
17_39_11,8_46_13_0
17_39_12_0,8_46_14_1
17_39_12_1,8_46_14_0
17_39_13,8_46_15_0
17_39_14,8_46_16_0
17_39_15,8_46_17_0
17_39_16,8_46_18_0
17_39_17_0,8_46_19_0
17_39_17_1,8_46_19_1
17_39_18,8_46_20_0
17_39_19,8_46_21_0
17_40_4,8_47_6_0
17_40_5,8_47_7
17_40_8,8_47_10_0
17_40_9,8_47_11_0
17_40_10_0,8_47_12_1 + 8_47_12_0
17_40_10_1,8_47_12_0
17_40_11_0,8_47_13_1
17_40_11_1,8_47_13_0
17_40_12_0,8_47_14_1 + 8_47_14_0
17_40_12_1,8_47_14_0
17_40_13_0,8_47_15_1
17_40_13_1,8_47_15_0
17_40_14,8_47_16_0
17_40_18,8_47_20_0
17_40_19,8_47_21_0
17_41_3,8_48_5
17_41_4,8_48_6
17_41_7_0,8_48_9_0 + 8_48_9_1
17_41_7_1,8_48_9_0
17_41_8,8_48_10_0
17_41_9,8_48_11_0
17_41_10_0,8_48_12_1 + 8_48_12_0
17_41_10_1,8_48_12_0
17_41_11,8_48_13
17_41_15,8_48_17_0
17_41_16,8_48_18_0
17_41_17,8_48_19_0
17_41_18,8_48_20_0
17_41_20,8_48_22_0
17_41_21,8_48_23_0
17_42_6,8_49_8_0
17_42_7,8_49_9_0
17_42_8,8_49_10_0
17_42_9,8_49_11_0
17_42_12,8_49_14_0
17_42_13,8_49_15_0
17_42_14_0,8_49_16_1 + 8_49_16_0
17_42_14_1,8_49_16_0
17_42_15_0,8_49_17_1
17_42_15_1,8_49_17_0
17_42_16_0,8_49_18_1 + 8_49_18_0
17_42_16_1,8_49_18_0
17_42_17,8_49_19
17_42_22,8_49_24_0
17_43_9,8_50_11
17_43_10,8_50_12_0
17_43_11_0,8_50_13_1
17_43_11_1,8_50_13_0
17_43_12,8_50_14_0
17_43_13,8_50_15
17_43_21,8_50_23_0
17_43_22,8_50_24_0
17_43_23,8_50_25
17_44_4,8_51_6_0
17_44_5,8_51_7_0
17_44_8,8_51_10
17_44_9,8_51_11_0
17_44_10_0,8_51_12_1
17_44_10_1,8_51_12_0
17_44_16,8_51_18_0
17_44_17,8_51_19_0
17_44_18,8_51_20
17_45_3,8_52_5_0
17_45_5_1,8_52_7_0
17_45_6_0,8_52_8_1
17_45_6_1,8_52_8_0
17_45_7_0,8_52_9_0
17_45_8,8_52_10_0
17_45_9_0,8_52_11_1 + 8_52_11_0
17_45_9_1,8_52_11_0
17_45_10,8_52_12
17_45_11,8_52_13_0
17_45_12_0,8_52_14_1 + 8_52_14_0
17_45_12_1,8_52_14_0
17_45_13,8_52_15
17_45_14,8_52_16_0
17_45_15_0,8_52_17_1
17_45_15_1,8_52_17_0
17_45_16,8_52_18_0
17_45_17,8_52_19
17_46_4,8_53_6_0
17_46_5,8_53_7_0
17_46_6_0,8_53_8_1
17_46_6_1,8_53_8_2 + 8_53_8_1
17_46_6_2,8_53_8_0
17_46_7_0,8_53_9_1
17_46_7_1,8_53_9_0
17_46_8_0,8_53_10_2 + 8_53_10_0
17_46_8_1,8_53_10_1
17_46_8_2,8_53_10_0
17_46_9_0,8_53_11_1
17_46_9_1,8_53_11_0
17_46_10_0,8_53_12_1
17_46_10_1,8_53_12_0
17_46_11_0,8_53_13_2
17_46_11_1,8_53_13_1 + 8_53_13_0
17_46_11_2,8_53_13_0
17_46_12,8_53_14
17_46_14_0,8_53_16_1
17_46_14_1,8_53_16_0
17_46_15,8_53_17_0
17_46_16,8_53_18_0
17_46_17,8_53_19_0
17_46_18,8_53_20_0
17_46_20,8_53_22_0
17_46_21,8_53_23_0
17_46_22,8_53_24
17_47_3,8_54_5_0
17_47_5_0,8_54_7_1
17_47_5_1,8_54_7_0
17_47_6_0,8_54_8_0
17_47_7_0,8_54_9_2 + 8_54_9_0
17_47_7_1,8_54_9_3 + 8_54_9_2 + 8_54_9_1
17_47_7_2,8_54_9_1
17_47_7_3,8_54_9_0
17_47_8_0,8_54_10_2
17_47_8_1,8_54_10_0
17_47_8_2,8_54_10_1
17_47_9,8_54_11_0
17_47_10_0,8_54_12_1
17_47_10_1,8_54_12_0
17_47_13,8_54_15_0
17_47_15,8_54_17_0
17_47_16_0,8_54_18_1
17_47_16_1,8_54_18_0
17_47_17_0,8_54_19_0
17_47_17_1,8_54_19_1
17_47_18_0,8_54_20_0
17_47_18_1,8_54_20_1
17_47_19,8_54_21_0
17_47_20,8_54_22_0
17_47_21_0,8_54_23_0
17_47_21_1,8_54_23_1
17_47_22,8_54_24_0
17_47_23,8_54_25_0
17_48_4_0,8_55_6_0
17_48_5_0,8_55_7_1
17_48_5_1,8_55_7_0
17_48_6_0,8_55_8_1 + 8_55_8_0 + 8_55_8_2
17_48_6_1,8_55_8_1 + 8_55_8_0
17_48_6_2,8_55_8_0
17_48_7_0,8_55_9_2 + 8_55_9_1
17_48_7_1,8_55_9_0
17_48_7_2,8_55_9_0 + 8_55_9_1
17_48_8_0,8_55_10_2 + 8_55_10_1
17_48_8_1,8_55_10_1
17_48_8_2,8_55_10_0
17_48_9_0,8_55_11_0
17_48_12,8_55_14_0
17_48_13,8_55_15_0
17_48_14_0,8_55_16_1 + 8_55_16_0
17_48_14_1,8_55_16_0
17_48_15_0,8_55_17_1
17_48_15_1,8_55_17_0
17_48_16_0,8_55_18_1 + 8_55_18_0
17_48_16_1,8_55_18_0
17_48_17_0,8_55_19_1
17_48_17_1,8_55_19_0
17_48_18,8_55_20_0
17_48_22,8_55_24_0
17_49_3,8_56_5_0
17_49_4,8_56_6_0
17_49_5_0,8_56_7_1 + 8_56_7_0
17_49_5_1,8_56_7_2
17_49_5_2,8_56_7_0
17_49_6_0,8_56_8_1
17_49_6_1,8_56_8_0
17_49_7_0,8_56_9_1
17_49_7_1,8_56_9_0
17_49_8,8_56_10_0
17_49_9_0,8_56_11_0
17_49_9_1,8_56_11_1
17_49_10,8_56_12_0
17_49_11_0,8_56_13_1 + 8_56_13_0
17_49_11_1,8_56_13_0
17_49_12,8_56_14
17_49_13,8_56_15_0
17_49_14_0,8_56_16_1 + 8_56_16_0
17_49_14_1,8_56_16_0
17_49_15,8_56_17
17_49_19,8_56_21_0
17_49_20,8_56_22_0
17_49_21,8_56_23_0
17_50_4_0,8_57_6_1 + 8_57_6_0
17_50_4_1,8_57_6_2
17_50_4_2,8_57_6_0
17_50_6_0,8_57_8_1
17_50_6_1,8_57_8_0
17_50_7,8_57_9_0
17_50_8_0,8_57_10_0
17_50_8_1,8_57_10_1 + 8_57_10_0
17_50_9,8_57_11_0
17_50_10_0,8_57_12_1 + 8_57_12_0
17_50_10_1,8_57_12_0
17_50_13,8_57_15_0
17_50_16,8_57_18_0
17_50_17,8_57_19_0
17_50_18_0,8_57_20_1 + 8_57_20_0
17_50_18_1,8_57_20_0
17_50_19_0,8_57_21_1
17_50_19_1,8_57_21_0
17_50_20_0,8_57_22_1 + 8_57_22_0
17_50_20_1,8_57_22_0
17_51_5_0,8_58_7_1
17_51_5_1,8_58_7_0
17_51_6,8_58_8_0
17_51_7_0,8_58_9_0
17_51_7_1,8_58_9_1 + 8_58_9_0
17_51_8_0,8_58_10_1
17_51_8_1,8_58_10_0
17_51_9_0,8_58_11_1 + 8_58_11_0
17_51_9_1,8_58_11_0
17_51_12,8_58_14_0
17_51_13,8_58_15
17_51_14,8_58_16_0
17_51_15_0,8_58_17_1
17_51_15_1,8_58_17_0
17_51_16,8_58_18_0
17_51_17,8_58_19
17_52_4_0,8_59_6_1
17_52_4_1,8_59_6_0
17_52_5,8_59_7_0
17_52_6_0,8_59_8_0
17_52_6_1,8_59_8_1
17_52_7_0,8_59_9_2
17_52_7_1,8_59_9_1
17_52_7_2,8_59_9_0
17_52_8_0,8_59_10_3 + 8_59_10_2 + 8_59_10_0
17_52_8_1,8_59_10_2 + 8_59_10_0
17_52_8_2,8_59_10_1
17_52_8_3,8_59_10_0
17_52_9_0,8_59_11_1
17_52_9_1,8_59_11_0
17_52_11,8_59_13_0
17_52_12,8_59_14
17_52_13,8_59_15_0
17_52_14_0,8_59_16_1
17_52_14_1,8_59_16_0
17_53_3,8_60_5
17_53_4,8_60_6_0
17_53_5_0,8_60_7_3 + 8_60_7_0
17_53_5_1,8_60_7_5
17_53_5_2,8_60_7_1 + 8_60_7_0
17_53_5_3,8_60_7_4 + 8_60_7_0
17_53_5_4,8_60_7_2
17_53_5_5,8_60_7_0
17_53_6_0,8_60_8_0
17_53_6_1,8_60_8_2
17_53_6_2,8_60_8_1
17_53_7_0,8_60_9_2 + 8_60_9_1
17_53_7_1,8_60_9_1
17_53_7_2,8_60_9_3
17_53_7_3,8_60_9_0
17_53_8_0,8_60_10_1
17_53_8_1,8_60_10_0
17_53_9_0,8_60_11_2
17_53_9_1,8_60_11_1
17_53_9_2,8_60_11_0
17_53_11,8_60_13_0
17_53_12,8_60_14_0
17_53_13_0,8_60_15_0
17_53_13_1,8_60_15_1
17_53_14,8_60_16
17_53_15,8_60_17_0
17_53_16_0,8_60_18_0
17_53_16_1,8_60_18_1
17_53_17_0,8_60_19_1 + 8_60_19_0
17_53_17_1,8_60_19_0
17_54_4_0,8_61_6_2 + 8_61_6_0
17_54_4_1,8_61_6_3
17_54_4_2,8_61_6_0
17_54_4_3,8_61_6_1
17_54_5_0,8_61_7_1
17_54_5_1,8_61_7_0
17_54_6_0,8_61_8_2 + 8_61_8_1
17_54_6_1,8_61_8_1
17_54_6_2,8_61_8_0
17_54_7,8_61_9_0
17_54_8_0,8_61_10_2 + 8_61_10_0
17_54_8_1,8_61_10_0
17_54_8_2,8_61_10_1
17_54_9,8_61_11_0
17_54_10_0,8_61_12_1 + 8_61_12_0
17_54_10_1,8_61_12_0
17_54_10_2,8_61_12_2
17_54_11_0,8_61_13_0
17_54_11_1,8_61_13_1
17_54_12_0,8_61_14_0
17_54_12_1,8_61_14_1
17_54_13_0,8_61_15_1
17_54_13_1,8_61_15_0
17_54_14_0,8_61_16_1
17_54_14_1,8_61_16_0
17_54_15_0,8_61_17_2
17_54_15_1,8_61_17_0
17_54_15_2,8_61_17_1
17_54_16_0,8_61_18_1
17_54_16_1,8_61_18_0
17_55_5_0,8_62_7_2 + 8_62_7_0
17_55_5_1,8_62_7_3 + 8_62_7_1
17_55_5_2,8_62_7_0
17_55_5_3,8_62_7_1
17_55_6_0,8_62_8_3
17_55_6_1,8_62_8_1
17_55_6_2,8_62_8_1 + 8_62_8_2
17_55_6_3,8_62_8_0
17_55_7_0,8_62_9_2 + 8_62_9_1
17_55_7_1,8_62_9_3
17_55_7_2,8_62_9_1
17_55_7_3,8_62_9_0
17_55_9_0,8_62_11_0
17_55_9_1,8_62_11_1
17_55_11_0,8_62_13_1
17_55_11_1,8_62_13_0
17_55_12_0,8_62_14_1
17_55_12_1,8_62_14_0
17_55_13,8_62_15_0
17_55_14_0,8_62_16_1
17_55_14_1,8_62_16_0
17_56_4_0,8_63_6_0
17_56_4_1,8_63_6_2 + 8_63_6_1
17_56_4_2,8_63_6_1
17_56_5_0,8_63_7_0
17_56_5_1,8_63_7_2 + 8_63_7_1 + 8_63_7_0
17_56_5_2,8_63_7_1
17_56_6_0,8_63_8_0 + 8_63_8_1
17_56_6_2,8_63_8_2 + 8_63_8_0 + 8_63_8_1
17_56_6_3,8_63_8_0
17_56_8_0,8_63_10_1
17_56_8_1,8_63_10_0
17_56_9,8_63_11_0
17_56_10_0,8_63_12_2 + 8_63_12_0
17_56_10_1,8_63_12_0
17_56_10_2,8_63_12_1
17_56_11_0,8_63_13_1
17_56_11_1,8_63_13_0
17_56_12_0,8_63_14_1 + 8_63_14_0
17_56_12_1,8_63_14_0
17_56_13_1,8_63_15_0
17_57_5_0,8_64_7_0
17_57_5_1,8_64_7_1
17_57_7,8_64_9_0
17_57_8_0,8_64_10_1
17_57_8_1,8_64_10_0
17_57_9_0,8_64_11_1 + 8_64_11_0
17_57_9_1,8_64_11_0
17_57_9_2,8_64_11_2
17_57_10_0,8_64_12_1 + 8_64_12_0
17_57_10_1,8_64_12_0
17_57_11,8_64_13_0
17_57_12,8_64_14_0
17_57_13,8_64_15_0
17_58_6,8_65_8
17_58_12,8_65_14_0
17_59_5_0,8_66_7_0
17_59_5_1,8_66_7_1
17_59_6,8_66_8_0
17_59_7_0,8_66_9_1
17_59_7_1,8_66_9_0
17_59_8,8_66_10_0
17_59_10,8_66_12_0
17_59_11_0,8_66_13_1
17_59_11_1,8_66_13_0
17_60_6_0,8_67_8_3 + 8_67_8_1 + 8_67_8_0 + 8_67_8_2
17_60_6_1,8_67_8_2
17_60_6_2,8_67_8_4 + 8_67_8_3
17_60_6_3,8_67_8_1 + 8_67_8_0
17_60_6_4,8_67_8_0
17_60_7_0,8_67_9_1
17_60_7_1,8_67_9_0
17_60_8_0,8_67_10_1
17_60_8_1,8_67_10_0
17_60_9_0,8_67_11_2 + 8_67_11_0
17_60_9_1,8_67_11_0
17_60_9_2,8_67_11_1
17_60_10_0,8_67_12_1
17_60_10_1,8_67_12_0
17_61_5_0,8_68_7_1
17_61_5_1,8_68_7_0
17_61_5_2,8_68_7_2
17_61_6,8_68_8_0
17_61_7_0,8_68_9_1
17_61_7_1,8_68_9_4 + 8_68_9_1
17_61_7_2,8_68_9_0
17_61_7_3,8_68_9_2 + 8_68_9_0 + 8_68_9_1
17_61_7_4,8_68_9_3
17_61_8_0,8_68_10_3 + 8_68_10_2 + 8_68_10_0
17_61_8_1,8_68_10_2
17_61_8_2,8_68_10_1
17_61_8_3,8_68_10_0
17_61_9_0,8_68_11_2
17_61_9_1,8_68_11_0
17_61_9_2,8_68_11_1
17_62_4,8_69_6_0
17_62_5_0,8_69_7_0
17_62_5_1,8_69_7_1
17_62_6_0,8_69_8_2 + 8_69_8_0
17_62_6_1,8_69_8_4 + 8_69_8_2 + 8_69_8_0
17_62_6_2,8_69_8_1 + 8_69_8_3
17_62_6_3,8_69_8_1
17_62_6_4,8_69_8_0
17_62_7_0,8_69_9_0 + 8_69_9_1
17_62_7_1,8_69_9_0
17_62_8_0,8_69_10_2
17_62_8_1,8_69_10_0
17_62_8_2,8_69_10_1
17_63_5_0,8_70_7_2 + 8_70_7_3
17_63_5_1,8_70_7_2 + 8_70_7_1
17_63_5_2,8_70_7_1
17_63_5_3,8_70_7_0
17_63_6_0,8_70_8_2
17_63_6_1,8_70_8_0
17_63_6_2,8_70_8_1
17_63_7_0,8_70_9_0
17_63_7_1,8_70_9_2
17_63_7_2,8_70_9_1
17_64_4,8_71_6_0
17_64_5_0,8_71_7_1
17_64_5_1,8_71_7_2 + 8_71_7_0
17_64_5_2,8_71_7_0
17_64_6_0,8_71_8_1
17_64_6_1,8_71_8_2 + 8_71_8_4 + 8_71_8_3
17_64_6_2,8_71_8_2
17_64_6_3,8_71_8_5
17_64_6_4,8_71_8_0
17_64_6_5,8_71_8_0 + 8_71_8_3
17_65_5_0,8_72_7_1 + 8_72_7_0
17_65_5_1,8_72_7_3 + 8_72_7_2
17_65_5_2,8_72_7_2
17_65_5_3,8_72_7_0
19_0_0,9_8_2_0
19_1_1,9_9_3_0
19_2_2,9_10_4
19_3_1,9_11_3
19_6_2,9_14_4_0
19_7_1,9_15_3
19_8_2,9_16_4
19_8_3,9_16_5
19_9_5,9_17_7_0
19_10_6,9_18_8
19_14_4,9_22_6_0
19_15_1,9_23_3
19_15_5_0,9_23_7
19_15_5_1,9_23_7
19_16_2,9_24_4_0
19_16_6,9_24_8
19_16_7,9_24_9
19_17_3,9_25_5_0
19_17_4,9_25_6
19_17_9,9_25_11_0
19_18_2_0,9_26_4_1 + 9_26_4_0
19_18_2_1,9_26_4_0
19_18_4_0,9_26_6_0
19_18_10,9_26_12
19_19_3,9_27_5_0
19_20_4,9_28_6_0
19_21_3_0,9_29_5_0
19_21_5,9_29_7_0
19_22_2,9_30_4
19_22_8,9_30_10_0
19_23_3,9_31_5
19_23_4,9_31_6_0
19_23_9_0,9_31_11
19_23_9_1,9_31_11
19_24_4,9_32_6
19_24_10,9_32_12
19_24_11,9_32_13
19_25_3,9_33_5
19_25_8,9_33_10
19_25_13,9_33_15_0
19_26_14,9_34_16
19_28_8,9_36_10
19_29_3,9_37_5
19_30_2,9_38_4
19_30_6,9_38_8_0
19_30_12,9_38_14_0
19_31_3,9_39_5_0
19_31_5,9_39_7_0
19_31_8,9_39_10
19_31_13_0,9_39_15
19_31_13_1,9_39_15
19_32_4_1,9_40_6_0
19_32_6_1,9_40_8_0
19_32_14,9_40_16
19_32_15,9_40_17
19_33_3,9_41_5
19_33_5_0,9_41_7_0
19_33_12,9_41_14
19_33_17,9_41_19_0
19_34_4,9_42_6_0
19_34_6,9_42_8_0
19_34_8_1,9_42_10
19_34_18,9_42_20
19_35_5_0,9_43_7_1 + 9_43_7_0
19_35_5_1,9_43_7_0
19_35_7,9_43_9
19_36_6_0,9_44_8_1 + 9_44_8_0
19_36_6_1,9_44_8_0
19_36_12,9_44_14
19_37_5_0,9_45_7_1
19_37_5_1,9_45_7_0
19_38_4,9_46_6
19_38_6_2,9_46_8
19_38_16,9_46_18_0
19_39_9,9_47_11
19_39_12,9_47_14
19_39_17_0,9_47_19
19_39_17_1,9_47_19
19_40_6_1,9_48_8_0
19_40_8_1,9_48_10
19_40_10_1,9_48_12_0
19_40_18,9_48_20
19_40_19,9_48_21
19_41_7_2,9_49_9_0
19_41_16,9_49_18
19_41_21,9_49_23_0
19_42_12_1,9_50_14
19_42_22,9_50_24
19_44_4,9_52_6_0
19_44_16,9_52_18
19_45_5_1,9_53_7_0
19_45_7_0,9_53_9_0
19_45_9_1,9_53_11
19_46_5,9_54_7_0
19_46_6_0,9_54_8_1
19_46_6_1,9_54_8_2
19_46_6_2,9_54_8_0
19_46_7_1,9_54_9_0
19_46_8_2,9_54_10_0
19_46_20,9_54_22_0
19_47_5_0,9_55_7_0
19_47_7_0,9_55_9_0
19_47_8_1,9_55_10_0
19_47_8_2,9_55_10_1
19_47_13,9_55_15
19_47_16,9_55_18
19_47_21_0,9_55_23
19_47_21_1,9_55_23
19_48_4_0,9_56_6_0
19_48_5_1,9_56_7_0
19_48_7_0,9_56_9_0
19_48_7_1,9_56_9_0
19_48_8_0,9_56_10_0
19_48_14_1,9_56_16_0
19_49_3,9_57_5_0
19_49_5_1,9_57_7_0
19_49_7_0,9_57_9_0
19_49_20,9_57_22
19_50_4,9_58_6_0
19_50_6_0,9_58_8_1
19_50_6_1,9_58_8_0
19_50_7,9_58_9_0
19_50_8,9_58_10_0
19_50_10,9_58_12
19_50_16_1,9_58_18
19_51_5_0,9_59_7_1
19_51_5_1,9_59_7_0
19_51_6_0,9_59_8_0
19_51_7_0,9_59_9_0
19_51_8_1,9_59_10_0
19_51_9,9_59_11_0
19_52_4_0,9_60_6_1
19_52_4_1,9_60_6_0
19_52_5_1,9_60_7_0
19_52_6_0,9_60_8_0
19_52_6_1,9_60_8_0
19_52_8_0,9_60_10_1 + 9_60_10_0
19_52_8_2,9_60_10_0
19_53_3,9_61_5_0
19_53_5_1,9_61_7_1
19_53_5_2,9_61_7_0
19_53_6_1,9_61_8_0
19_53_6_2,9_61_8_0
19_53_7_1,9_61_9_0
19_53_9_1,9_61_11_0
19_53_10,9_61_12_0
19_54_4_0,9_62_6_0
19_54_4_1,9_62_6_1
19_54_5,9_62_7_0
19_54_6_0,9_62_8_1
19_54_6_1,9_62_8_0
19_54_8_0,9_62_10_0
19_54_8_1,9_62_10_0
19_54_10_1,9_62_12_0
19_54_11_0,9_62_13_0
19_54_11_1,9_62_13_0
19_55_5_1,9_63_7_0
19_55_7_1,9_63_9_0
19_55_9,9_63_11_0
19_55_11_1,9_63_13_0
19_55_12_1,9_63_14_0
19_56_4_1,9_64_6_1 + 9_64_6_0
19_56_4_2,9_64_6_0
19_56_9,9_64_11
19_56_10_1,9_64_12_0
19_56_10_2,9_64_12_1
19_58_6_0,9_66_8_0
19_59_5_0,9_67_7_0
19_59_5_1,9_67_7_1
19_59_10_1,9_67_12_0
19_60_6_0,9_68_8_2
19_60_6_2,9_68_8_1 + 9_68_8_0
19_60_6_3,9_68_8_0
19_60_7_1,9_68_9_0
19_60_9_3,9_68_11_0
19_61_5_0,9_69_7_0
19_61_5_1,9_69_7_1
19_61_8_2,9_69_10
19_62_4,9_70_6_0
19_62_5_1,9_70_7_0
19_62_5_2,9_70_7_1
19_62_6_0,9_70_8_2 + 9_70_8_1
19_62_6_1,9_70_8_1
19_62_6_2,9_70_8_0
19_63_5_0,9_71_7_2 + 9_71_7_1
19_63_5_1,9_71_7_1
19_63_5_2,9_71_7_0
19_63_6_1,9_71_8_0
19_63_6_2,9_71_8_1
19_64_4,9_72_6_0
19_64_5_1,9_72_7_0
21_0_0,10_9_2
21_0_1,10_9_3_1
21_0_2,10_9_4_1
21_0_3,10_9_5_1
21_0_4,10_9_6
21_0_5,10_9_7
21_0_6,10_9_8
21_0_7,10_9_9
21_0_8,10_9_10
21_0_9,10_9_11
21_0_10,10_9_12
21_0_11,10_9_13
21_0_12,10_9_14
21_0_13,10_9_15
21_0_14,10_9_16
21_0_15,10_9_17
21_0_16,10_9_18
21_0_17,10_9_19
21_0_18,10_9_20
21_0_19,10_9_21
21_0_20,10_9_22
21_0_21,10_9_23
21_0_22,10_9_24
21_0_23,10_9_25
21_0_24,10_9_26
21_1_1,10_10_3
21_3_1,10_12_3
21_3_2,10_12_4
21_6_2,10_15_4
21_7_1,10_16_3
21_7_2,10_16_4
21_7_3,10_16_5
21_7_4,10_16_6_0
21_9_5,10_18_7
21_11_5,10_20_7
21_11_6,10_20_8
21_14_2,10_23_4_0
21_14_3,10_23_5_0
21_14_4,10_23_6_0
21_14_5,10_23_7
21_14_6,10_23_8
21_15_1,10_24_3
21_15_2,10_24_4_0
21_15_3,10_24_5_0
21_15_4,10_24_6_0
21_15_5_0,10_24_7_0
21_15_5_1,10_24_7_1
21_15_6,10_24_8
21_15_7,10_24_9
21_15_8,10_24_10_0
21_16_2,10_25_4_0
21_17_4,10_26_6_0
21_17_5,10_26_7_0
21_17_6,10_26_8_0
21_17_9,10_26_11
21_18_2,10_27_4
21_18_3,10_27_5_0
21_18_4_0,10_27_6_0
21_18_5,10_27_7
21_19_3,10_28_5
21_19_9,10_28_11
21_19_10,10_28_12
21_20_2,10_29_4_0
21_20_4,10_29_6_0
21_20_5,10_29_7_0
21_21_3_0,10_30_5_1 + 10_30_5_0
21_21_3_1,10_30_5_0
21_21_5,10_30_7
21_22_2,10_31_4
21_22_3,10_31_5_0
21_22_4_0,10_31_6_1 + 10_31_6_0
21_22_4_1,10_31_6_0
21_22_8,10_31_10_0
21_22_9,10_31_11
21_22_10,10_31_12
21_23_3,10_32_5
21_23_5,10_32_7_0
21_23_7,10_32_9_0
21_23_8,10_32_10_0
21_23_9_0,10_32_11_0
21_23_9_1,10_32_11_1
21_23_10,10_32_12
21_23_11,10_32_13
21_23_12,10_32_14_0
21_25_8,10_34_10_0
21_25_9,10_34_11_0
21_25_10,10_34_12_0
21_25_13,10_34_15
21_26_3,10_35_5_0
21_26_4,10_35_6
21_26_5,10_35_7_0
21_26_7,10_35_9_0
21_26_8,10_35_10_0
21_26_9,10_35_11
21_27_3,10_36_5_0
21_27_4,10_36_6_0
21_27_13,10_36_15
21_27_14,10_36_16
21_28_5,10_37_7_0
21_28_6,10_37_8_0
21_28_8,10_37_10_0
21_28_9,10_37_11_0
21_29_3,10_38_5
21_29_4_0,10_38_6_0
21_29_4_1,10_38_6_1
21_29_5,10_38_7_0
21_29_6,10_38_8_0
21_29_7_0,10_38_9_1
21_29_7_1,10_38_9_0
21_29_8,10_38_10_0
21_29_9,10_38_11
21_30_2,10_39_4
21_30_3,10_39_5_0
21_30_4,10_39_6
21_30_5,10_39_7_0
21_30_6,10_39_8_0
21_30_7,10_39_9_0
21_30_8,10_39_10
21_30_9,10_39_11
21_30_10,10_39_12_0
21_30_12,10_39_14_0
21_30_13,10_39_15
21_30_14,10_39_16
21_31_5,10_40_7
21_31_8_0,10_40_10_0
21_31_8_1,10_40_10_1
21_31_9_0,10_40_11_0
21_31_9_1,10_40_11_1
21_31_10_1,10_40_12_0
21_31_11,10_40_13_0
21_31_12,10_40_14_0
21_31_13_0,10_40_15_0
21_31_13_1,10_40_15_1
21_31_14,10_40_16
21_31_15,10_40_17
21_31_16,10_40_18_0
21_32_4,10_41_6_0
21_32_5,10_41_7_0
21_32_7,10_41_9_0
21_32_8,10_41_10_0
21_32_9,10_41_11_0
21_33_4,10_42_6_0
21_33_12,10_42_14_0
21_33_13,10_42_15_0
21_33_14,10_42_16_0
21_33_17,10_42_19
21_34_4,10_43_6
21_34_6_0,10_43_8_1
21_34_6_1,10_43_8_0
21_34_7,10_43_9
21_34_8_0,10_43_10_1
21_34_8_1,10_43_10_0
21_34_9_0,10_43_11_1
21_34_9_1,10_43_11_0
21_34_11,10_43_13_0
21_34_12,10_43_14_0
21_34_13,10_43_15
21_35_3,10_44_5
21_35_5_0,10_44_7_1 + 10_44_7_0
21_35_5_1,10_44_7_0
21_35_7_0,10_44_9_1
21_35_7_1,10_44_9_0
21_35_8_0,10_44_10_1
21_35_8_1,10_44_10_0
21_35_17,10_44_19
21_35_18,10_44_20
21_36_4,10_45_6
21_36_6,10_45_8
21_36_9,10_45_11_0
21_36_10,10_45_12_0
21_36_12,10_45_14_0
21_36_13,10_45_15_0
21_37_5,10_46_7_0
21_37_6,10_46_8_0
21_37_7_1,10_46_9_0
21_37_8_0,10_46_10_2
21_37_8_1,10_46_10_0
21_37_8_2,10_46_10_1
21_37_9_0,10_46_11_1 + 10_46_11_0
21_37_9_1,10_46_11_0
21_37_10_0,10_46_12_0
21_37_11_0,10_46_13_1
21_37_11_1,10_46_13_0
21_37_12,10_46_14_0
21_37_13,10_46_15
21_38_5,10_47_7_0
21_38_6_0,10_47_8_1 + 10_47_8_0
21_38_6_2,10_47_8_0
21_38_7_0,10_47_9_1
21_38_7_1,10_47_9_0
21_38_8_0,10_47_10_1
21_38_8_1,10_47_10_0
21_38_9_0,10_47_11
21_38_10,10_47_12_0
21_38_11,10_47_13_0
21_38_12,10_47_14
21_38_16,10_47_18_0
